Lon,hotelid,hotelname,tags,starrating,roomtype,country,city,propertytype,url
633,1964,Hotel Berchielli,"Airconditioning FreeWi-Fiinallrooms! In-roomsafebox Shower TV  DoubleSingleUseDeluxe FreeBreakfast PaynothinguntilDecember6 2019 FreeWi-Fi FreecancellationbeforeDecember8 2019 LungarnoAcciaiuoli,14 Florence Italy Hotels",4,Double Single Use Deluxe,Italy,Florence,Hotels,https://www.agoda.com/en-gb/hotel-berchielli/hotel/florence-it.html
634,1964,Hotel Berchielli,"Airconditioning FreeWi-Fiinallrooms! In-roomsafebox Shower TV  DoubleDeluxeRoom FreeBreakfast PaynothinguntilDecember6 2019 FreeWi-Fi FreecancellationbeforeDecember8 2019 LungarnoAcciaiuoli,14 Florence Italy Hotels",4,Double Deluxe Room,Italy,Florence,Hotels,https://www.agoda.com/en-gb/hotel-berchielli/hotel/florence-it.html
635,1964,Hotel Berchielli,"Airconditioning FreeWi-Fiinallrooms! In-roomsafebox Shower Telephone TV  TwinDeluxeRoom FreeBreakfast PaynothinguntilDecember6 2019 FreeWi-Fi FreecancellationbeforeDecember8 2019 LungarnoAcciaiuoli,14 Florence Italy Hotels",4,Twin Deluxe Room,Italy,Florence,Hotels,https://www.agoda.com/en-gb/hotel-berchielli/hotel/florence-it.html
636,1964,Hotel Berchielli,"Airconditioning FreeWi-Fiinallrooms! In-roomsafebox Shower TV  DeluxeTriple FreeBreakfast PaynothinguntilDecember6 2019 FreeWi-Fi FreecancellationbeforeDecember8 2019 LungarnoAcciaiuoli,14 Florence Italy Hotels",4,Deluxe Triple,Italy,Florence,Hotels,https://www.agoda.com/en-gb/hotel-berchielli/hotel/florence-it.html
637,4432,Forest Hill La Villette Hotel,"Airconditioning Blackoutcurtains Carpeting Closet Dailyhousekeeping Desk FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Minibar Satellite/cablechannels Telephone Toiletries Towels Trouserpress Wake-upservice  StandardTwin Non-smoking Showerandbathtub 2singlebeds 28,AvenueCorentinCariou Paris France Hotels",4,Standard Twin,France,Paris,Hotels,https://www.agoda.com/en-gb/forest-hill-la-villette-hotel/hotel/paris-fr.html
643,4432,Forest Hill La Villette Hotel,"Airconditioning FreeWi-Fiinallrooms! In-roomsafebox Shower Telephone TV  Single FreeWi-Fi Cancellationpolicy 28,AvenueCorentinCariou Paris France Hotels",4,Single,France,Paris,Hotels,https://www.agoda.com/en-gb/forest-hill-la-villette-hotel/hotel/paris-fr.html
646,4432,Forest Hill La Villette Hotel,"Airconditioning FreeWi-Fiinallrooms! In-roomsafebox Shower TV  Doublesingleuse FreeWi-Fi Extralowprice!(non-refundable) 28,AvenueCorentinCariou Paris France Hotels",4,Double single use,France,Paris,Hotels,https://www.agoda.com/en-gb/forest-hill-la-villette-hotel/hotel/paris-fr.html
648,4432,Forest Hill La Villette Hotel,"Airconditioning Blackoutcurtains Dailyhousekeeping FreeWi-Fiinallrooms! Hairdryer In-roomsafebox Minibar Satellite/cablechannels Telephone Toiletries  DoubleStandardRoom Shower 28,AvenueCorentinCariou Paris France Hotels",4,Double Standard Room,France,Paris,Hotels,https://www.agoda.com/en-gb/forest-hill-la-villette-hotel/hotel/paris-fr.html
652,4432,Forest Hill La Villette Hotel,"Airconditioning Blackoutcurtains Carpeting Closet Dailyhousekeeping Desk FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Minibar Satellite/cablechannels Telephone Toiletries Towels Wake-upservice  Superior Non-smoking Showerandbathtub 1singlebedand1doublebed 28,AvenueCorentinCariou Paris France Hotels",4,Superior,France,Paris,Hotels,https://www.agoda.com/en-gb/forest-hill-la-villette-hotel/hotel/paris-fr.html
653,4432,Forest Hill La Villette Hotel,"Airconditioning FreeWi-Fiinallrooms! In-roomsafebox Shower TV  StandardRoom FreeWi-Fi Extralowprice!(non-refundable) 28,AvenueCorentinCariou Paris France Hotels",4,Standard Room,France,Paris,Hotels,https://www.agoda.com/en-gb/forest-hill-la-villette-hotel/hotel/paris-fr.html
656,4432,Forest Hill La Villette Hotel,"Airconditioning Blackoutcurtains Carpeting Closet Dailyhousekeeping Desk FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Minibar Satellite/cablechannels Telephone Toiletries Towels Wake-upservice  TwinSuperior Non-smoking Showerandbathtub 2singlebeds 28,AvenueCorentinCariou Paris France Hotels",4,Twin Superior,France,Paris,Hotels,https://www.agoda.com/en-gb/forest-hill-la-villette-hotel/hotel/paris-fr.html
662,4432,Forest Hill La Villette Hotel,"Airconditioning Blackoutcurtains Carpeting Closet Dailyhousekeeping Desk FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Minibar Satellite/cablechannels Sofa Telephone Toiletries Towels Trouserpress Wake-upservice  Triple Non-smoking Showerandbathtub 1singlebedand1doublebed 28,AvenueCorentinCariou Paris France Hotels",4,Triple,France,Paris,Hotels,https://www.agoda.com/en-gb/forest-hill-la-villette-hotel/hotel/paris-fr.html
672,4432,Forest Hill La Villette Hotel,"Airconditioning FreeWi-Fiinallrooms! In-roomsafebox Shower Telephone TV  DoubleSingleUseSuperior FreeWi-Fi Extralowprice!(non-refundable) 28,AvenueCorentinCariou Paris France Hotels",4,Double Single Use Superior,France,Paris,Hotels,https://www.agoda.com/en-gb/forest-hill-la-villette-hotel/hotel/paris-fr.html
674,4432,Forest Hill La Villette Hotel,"Airconditioning Blackoutcurtains Carpeting Closet Dailyhousekeeping Desk FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Minibar Satellite/cablechannels Sofa Telephone Toiletries Towels Wake-upservice  Suite Showerandbathtub 1kingbed 28,AvenueCorentinCariou Paris France Hotels",4,Suite,France,Paris,Hotels,https://www.agoda.com/en-gb/forest-hill-la-villette-hotel/hotel/paris-fr.html
675,4432,Forest Hill La Villette Hotel,"Airconditioning Carpeting Closet Desk FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Minibar Satellite/cablechannels Sofa Telephone Toiletries Towels Wake-upservice  SuiteTwin Showerandbathtub 2singlebeds 28,AvenueCorentinCariou Paris France Hotels",4,Suite Twin,France,Paris,Hotels,https://www.agoda.com/en-gb/forest-hill-la-villette-hotel/hotel/paris-fr.html
684,4432,Forest Hill La Villette Hotel,"Airconditioning FreeWi-Fiinallrooms! In-roomsafebox Shower TV  JuniorSuite FreeWi-Fi Extralowprice!(non-refundable) 28,AvenueCorentinCariou Paris France Hotels",4,Junior  Suite ,France,Paris,Hotels,https://www.agoda.com/en-gb/forest-hill-la-villette-hotel/hotel/paris-fr.html
688,4432,Forest Hill La Villette Hotel,"Airconditioning Carpeting Closet Desk FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Minibar Satellite/cablechannels Telephone Toiletries Towels Wake-upservice  TwoAdjacentRooms Shower 2doublebedsor1doublebedand2singlebeds 28,AvenueCorentinCariou Paris France Hotels",4,Two Adjacent Rooms,France,Paris,Hotels,https://www.agoda.com/en-gb/forest-hill-la-villette-hotel/hotel/paris-fr.html
692,4432,Forest Hill La Villette Hotel,"Airconditioning FreeWi-Fiinallrooms! In-roomsafebox Shower TV  AdjacentDoubleRoom FreeWi-Fi Extralowprice!(non-refundable) 28,AvenueCorentinCariou Paris France Hotels",4,Adjacent Double Room ,France,Paris,Hotels,https://www.agoda.com/en-gb/forest-hill-la-villette-hotel/hotel/paris-fr.html
701,4432,Forest Hill La Villette Hotel,"Airconditioning FreeWi-Fiinallrooms! In-roomsafebox Shower Telephone TV  Single FreeWi-Fi Extralowprice!(non-refundable) 28,AvenueCorentinCariou Paris France Hotels",4,Single,France,Paris,Hotels,https://www.agoda.com/en-gb/forest-hill-la-villette-hotel/hotel/paris-fr.html
717,4432,Forest Hill La Villette Hotel,"Airconditioning FreeWi-Fiinallrooms! In-roomsafebox Shower TV  Doublesingleuse FreeBreakfast FreeWi-Fi Extralowprice!(non-refundable) 28,AvenueCorentinCariou Paris France Hotels",4,Double single use,France,Paris,Hotels,https://www.agoda.com/en-gb/forest-hill-la-villette-hotel/hotel/paris-fr.html
718,4432,Forest Hill La Villette Hotel,"Airconditioning FreeWi-Fiinallrooms! In-roomsafebox Shower Telephone TV  DoubleSingleUseSuperior FreeBreakfast FreeWi-Fi Extralowprice!(non-refundable) 28,AvenueCorentinCariou Paris France Hotels",4,Double Single Use Superior,France,Paris,Hotels,https://www.agoda.com/en-gb/forest-hill-la-villette-hotel/hotel/paris-fr.html
719,4432,Forest Hill La Villette Hotel,"nan TwinSuperior nan 28,AvenueCorentinCariou Paris France Hotels",4,Twin Superior,France,Paris,Hotels,https://www.agoda.com/en-gb/forest-hill-la-villette-hotel/hotel/paris-fr.html
720,4432,Forest Hill La Villette Hotel,"nan StandardTwin nan 28,AvenueCorentinCariou Paris France Hotels",4,Standard Twin,France,Paris,Hotels,https://www.agoda.com/en-gb/forest-hill-la-villette-hotel/hotel/paris-fr.html
721,4432,Forest Hill La Villette Hotel,"nan SuiteTwin nan 28,AvenueCorentinCariou Paris France Hotels",4,Suite Twin,France,Paris,Hotels,https://www.agoda.com/en-gb/forest-hill-la-villette-hotel/hotel/paris-fr.html
722,49361,Traian Grand Hotel,Airconditioning Closet Desk FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Ironingfacilities Satellite/cablechannels Telephone Wake-upservice  StandardDoubleorTwin Shower 2singlebedsor1doublebed PiataUnirii1 Iasi Romania Hotels,4,Standard Double or Twin,Romania,Iasi,Hotels,http://www.booking.com/hotel/ro/traian-grand.en-gb.html
728,49361,Traian Grand Hotel,Airconditioning Blackoutcurtains Closet Dailyhousekeeping Desk FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Ironingfacilities Satellite/cablechannels Telephone Toiletries Wake-upservice  StandardFamilyRoom Shower 3singlebeds PiataUnirii1 Iasi Romania Hotels,4,Standard Family Room,Romania,Iasi,Hotels,http://www.booking.com/hotel/ro/traian-grand.en-gb.html
740,49361,Traian Grand Hotel,Airconditioning Blackoutcurtains Dailyhousekeeping Desk FreeWi-Fiinallrooms! Hairdryer In-roomsafebox Satellite/cablechannels Shower Telephone Toiletries  StandardRoom FreeBreakfast FreeWi-Fi Cancellationpolicy PiataUnirii1 Iasi Romania Hotels,4,Standard Room,Romania,Iasi,Hotels,http://www.booking.com/hotel/ro/traian-grand.en-gb.html
744,49361,Traian Grand Hotel,Airconditioning Blackoutcurtains Closet Coffee/teamaker Dailyhousekeeping Desk FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Ironingfacilities Minibar Satellite/cablechannels Telephone Toiletries Wake-upservice  SuperiorDouble Showerandbathtub 1queenbed PiataUnirii1 Iasi Romania Hotels,4,Superior Double,Romania,Iasi,Hotels,http://www.booking.com/hotel/ro/traian-grand.en-gb.html
754,49361,Traian Grand Hotel,Airconditioning Blackoutcurtains Dailyhousekeeping Desk FreeWi-Fiinallrooms! Hairdryer In-roomsafebox Satellite/cablechannels Shower Telephone Toiletries  RunofHouse FreeBreakfast FreeWi-Fi Cancellationpolicy PiataUnirii1 Iasi Romania Hotels,4,Run of House,Romania,Iasi,Hotels,http://www.booking.com/hotel/ro/traian-grand.en-gb.html
758,141280,Forge Hotel,Airconditioning Carpeting Closet Coffee/teamaker Desk Fan FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Ironingfacilities Linens Privateentrance Smokedetector Telephone Toiletries Towels TV[flatscreen]  TwinRoom Showerandbathtub 2singlebeds A22EastbourneRd Halland UnitedKingdom Hotels,3,Twin Room,United Kingdom,Halland,Hotels,https://www.agoda.com/en-gb/forge-hotel/hotel/halland-gb.html
759,141280,Forge Hotel,Airconditioning Carpeting Closet Coffee/teamaker Desk Fan FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Ironingfacilities Linens Privateentrance Smokedetector Sofa Telephone Toiletries Towels TV[flatscreen]  StandardDoubleRoom Showerandbathtub 1doublebed A22EastbourneRd Halland UnitedKingdom Hotels,3,Standard Double Room,United Kingdom,Halland,Hotels,https://www.agoda.com/en-gb/forge-hotel/hotel/halland-gb.html
760,163759,Alcantara Guest House,Airconditioning Alarmclock Carpeting Closet Coffee/teamaker Desk Fan FreeWi-Fiinallrooms! Heating In-roomsafebox Ironingfacilities Toiletries TV  SingleRoom Shower 1singlebed 20HowardRoad Southampton UnitedKingdom Hotels,4,Single Room,United Kingdom,Southampton,Hotels,https://www.agoda.com/en-gb/alcantara-guest-house/hotel/southampton-gb.html
762,163759,Alcantara Guest House,Airconditioning Alarmclock Carpeting Closet Coffee/teamaker Desk Fan FreeWi-Fiinallrooms! Heating In-roomsafebox Ironingfacilities Toiletries TV  DoubleorTwinRoom Shower 1doublebedor2singlebeds 20HowardRoad Southampton UnitedKingdom Hotels,4,Double or Twin Room,United Kingdom,Southampton,Hotels,https://www.agoda.com/en-gb/alcantara-guest-house/hotel/southampton-gb.html
766,118841,Pusynas Hotel & SPA Druskininkai,Airconditioning Carpeting Closet Clothesrack Desk Dressingroom FreeWi-Fiinallrooms! Heating In-roomsafebox Linens Privateentrance Telephone Toiletries Towels TV  SingleRoomwithBalcony Balcony/terrace Shower 1singlebed Vilniausal.3 Druskininkai Lithuania Hotels,3,Single Room with Balcony,Lithuania,Druskininkai,Hotels,https://www.agoda.com/en-au/pusynas-hotel-spa-druskininkai/hotel/druskininkai-lt.html
768,118841,Pusynas Hotel & SPA Druskininkai,Airconditioning Carpeting Closet Clothesrack Desk Dressingroom FreeWi-Fiinallrooms! Heating In-roomsafebox Linens Privateentrance Telephone Toiletries Towels TV  DoubleRoomwithBalcony Balcony/terrace Shower 2singlebeds Vilniausal.3 Druskininkai Lithuania Hotels,3,Double Room with Balcony,Lithuania,Druskininkai,Hotels,https://www.agoda.com/en-au/pusynas-hotel-spa-druskininkai/hotel/druskininkai-lt.html
770,118841,Pusynas Hotel & SPA Druskininkai,Airconditioning Carpeting Closet Clothesrack Desk Dressingroom FreeWi-Fiinallrooms! Heating In-roomsafebox Linens Privateentrance Telephone Toiletries Towels TV  TripleRoomwithBalcony Balcony/terrace Shower 1singlebedand1queenbed Vilniausal.3 Druskininkai Lithuania Hotels,3,Triple Room with Balcony,Lithuania,Druskininkai,Hotels,https://www.agoda.com/en-au/pusynas-hotel-spa-druskininkai/hotel/druskininkai-lt.html
772,288884,North Stafford Hotel Town Centre,Airconditioning Coffee/teamaker Desk FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Linens Mirror Satellite/cablechannels Telephone Toiletries  TwinRoom Non-smoking Showerandbathtub 2singlebeds StationRoad StokeOnTrent UnitedKingdom Hotels,3,Twin Room,United Kingdom,Stoke On Trent,Hotels,https://www.agoda.com/en-gb/north-stafford-hotel-town-centre/hotel/stoke-on-trent-gb.html
773,288884,North Stafford Hotel Town Centre,Airconditioning Coffee/teamaker Desk FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Linens Mirror Satellite/cablechannels Telephone Toiletries  SingleRoom Non-smoking Showerandbathtub 1singlebed StationRoad StokeOnTrent UnitedKingdom Hotels,3,Single Room,United Kingdom,Stoke On Trent,Hotels,https://www.agoda.com/en-gb/north-stafford-hotel-town-centre/hotel/stoke-on-trent-gb.html
778,288884,North Stafford Hotel Town Centre,Airconditioning Coffee/teamaker Desk FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Linens Mirror Satellite/cablechannels Telephone Toiletries  DoubleRoom Non-smoking Showerandbathtub 1doublebed StationRoad StokeOnTrent UnitedKingdom Hotels,3,Double Room,United Kingdom,Stoke On Trent,Hotels,https://www.agoda.com/en-gb/north-stafford-hotel-town-centre/hotel/stoke-on-trent-gb.html
844,608562,Hotel Express Newcastle Gateshead,Airconditioning Carpeting Cleaningproducts Closet Clothesrack Coffee/teamaker Desk FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Ironingfacilities Linens Smokedetector Soundproofing Toiletries Towels TV[flatscreen] Wake-upservice  StandardSingleRoomwithSharedBathroom Shower Sharedbathroom 1singlebed CuthbertStreet Newcastle-upon-Tyne UnitedKingdom Hotels,3,Standard Single Room with Shared Bathroom,United Kingdom,Newcastle-upon-Tyne,Hotels,https://www.agoda.com/en-gb/hotel-express-newcastle-gateshead/hotel/newcastle-upon-tyne-gb.html
847,608562,Hotel Express Newcastle Gateshead,Airconditioning Carpeting Cleaningproducts Closet Clothesrack Coffee/teamaker Desk FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Ironingfacilities Linens Smokedetector Soundproofing Toiletries Towels TV[flatscreen] Wake-upservice  TwinRoomwithSharedBathroom Shower Sharedbathroom 2singlebeds CuthbertStreet Newcastle-upon-Tyne UnitedKingdom Hotels,3,Twin Room with Shared Bathroom,United Kingdom,Newcastle-upon-Tyne,Hotels,https://www.agoda.com/en-gb/hotel-express-newcastle-gateshead/hotel/newcastle-upon-tyne-gb.html
851,608562,Hotel Express Newcastle Gateshead,Airconditioning Carpeting Cleaningproducts Closet Clothesrack Coffee/teamaker Desk FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Ironingfacilities Linens Smokedetector Soundproofing Toiletries Towels TV[flatscreen] Wake-upservice  DoubleRoomwithSharedBathroom Shower Sharedbathroom 1doublebed CuthbertStreet Newcastle-upon-Tyne UnitedKingdom Hotels,3,Double Room with Shared Bathroom,United Kingdom,Newcastle-upon-Tyne,Hotels,https://www.agoda.com/en-gb/hotel-express-newcastle-gateshead/hotel/newcastle-upon-tyne-gb.html
854,608562,Hotel Express Newcastle Gateshead,Airconditioning Carpeting Cleaningproducts Closet Clothesrack Coffee/teamaker Desk FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Ironingfacilities Linens Smokedetector Soundproofing Toiletries Towels TV[flatscreen] Wake-upservice  FamilyRoomwithSharedBathroom Shower Sharedbathroom 1singlebedand1doublebed CuthbertStreet Newcastle-upon-Tyne UnitedKingdom Hotels,3,Family Room with Shared Bathroom,United Kingdom,Newcastle-upon-Tyne,Hotels,https://www.agoda.com/en-gb/hotel-express-newcastle-gateshead/hotel/newcastle-upon-tyne-gb.html
858,608562,Hotel Express Newcastle Gateshead,Airconditioning Carpeting Cleaningproducts Closet Clothesrack Coffee/teamaker Desk FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Ironingfacilities Linens Smokedetector Soundproofing Toiletries Towels TV[flatscreen] Wake-upservice  DoubleRoomEnsuite Shower 1doublebed CuthbertStreet Newcastle-upon-Tyne UnitedKingdom Hotels,3,Double Room En suite,United Kingdom,Newcastle-upon-Tyne,Hotels,https://www.agoda.com/en-gb/hotel-express-newcastle-gateshead/hotel/newcastle-upon-tyne-gb.html
862,608562,Hotel Express Newcastle Gateshead,Airconditioning Carpeting Cleaningproducts Closet Clothesrack Coffee/teamaker Desk FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Ironingfacilities Linens Smokedetector Soundproofing Toiletries Towels TV[flatscreen] Wake-upservice  TwinRoomensuite Shower 2singlebeds CuthbertStreet Newcastle-upon-Tyne UnitedKingdom Hotels,3,Twin Room en suite,United Kingdom,Newcastle-upon-Tyne,Hotels,https://www.agoda.com/en-gb/hotel-express-newcastle-gateshead/hotel/newcastle-upon-tyne-gb.html
864,608562,Hotel Express Newcastle Gateshead,Airconditioning Carpeting Cleaningproducts Closet Clothesrack Coffee/teamaker Desk FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Ironingfacilities Linens Smokedetector Soundproofing Toiletries Towels TV[flatscreen] Wake-upservice  TripleRoomwithSharedBathroom Shower Sharedbathroom 3singlebeds CuthbertStreet Newcastle-upon-Tyne UnitedKingdom Hotels,3,Triple Room with Shared Bathroom,United Kingdom,Newcastle-upon-Tyne,Hotels,https://www.agoda.com/en-gb/hotel-express-newcastle-gateshead/hotel/newcastle-upon-tyne-gb.html
868,608562,Hotel Express Newcastle Gateshead,Airconditioning Carpeting Cleaningproducts Closet Clothesrack Coffee/teamaker Desk FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Ironingfacilities Linens Smokedetector Soundproofing Toiletries Towels TV[flatscreen] Wake-upservice  FamilyEn-SuiteRoom Shower 1singlebedand1doublebed CuthbertStreet Newcastle-upon-Tyne UnitedKingdom Hotels,3,Family En-Suite Room,United Kingdom,Newcastle-upon-Tyne,Hotels,https://www.agoda.com/en-gb/hotel-express-newcastle-gateshead/hotel/newcastle-upon-tyne-gb.html
873,608562,Hotel Express Newcastle Gateshead,Airconditioning Carpeting Cleaningproducts Closet Clothesrack Coffee/teamaker Desk FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Ironingfacilities Linens Microwave Refrigerator Seatingarea Smokedetector Soundproofing Toiletries Towels TV[flatscreen] Wake-upservice  FamilyExecutiveRoom(5Adults) Shower Sharedbathroom Executiveloungeaccess 5singlebeds CuthbertStreet Newcastle-upon-Tyne UnitedKingdom Hotels,3,Family Executive Room (5 Adults),United Kingdom,Newcastle-upon-Tyne,Hotels,https://www.agoda.com/en-gb/hotel-express-newcastle-gateshead/hotel/newcastle-upon-tyne-gb.html
877,608562,Hotel Express Newcastle Gateshead,Airconditioning Carpeting Cleaningproducts Closet Clothesrack Coffee/teamaker Desk FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Ironingfacilities Linens Smokedetector Soundproofing Toiletries Towels TV[flatscreen] Wake-upservice  TripleEnSuiteRoom Shower 3singlebeds CuthbertStreet Newcastle-upon-Tyne UnitedKingdom Hotels,3,Triple En Suite Room,United Kingdom,Newcastle-upon-Tyne,Hotels,https://www.agoda.com/en-gb/hotel-express-newcastle-gateshead/hotel/newcastle-upon-tyne-gb.html
916,113180,Campanile Biarritz Hotel,Airconditioning Alarmclock Blackoutcurtains Carpeting Closet Clothesrack Coffee/teamaker Dailyhousekeeping Dailynewspaper Desk FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Interconnectingroom(s)available Ironingfacilities Minibar Satellite/cablechannels Soundproofing Telephone Toiletries Towels Wake-upservice  TwinRoomNextGeneration Non-smoking Showerandbathtub 2singlebeds 43BoulevardMarcelDassault Biarritz France Hotels,3,Twin Room Next Generation,France,Biarritz,Hotels,https://www.agoda.com/en-gb/campanile-biarritz-hotel/hotel/biarritz-fr.html
920,113180,Campanile Biarritz Hotel,Airconditioning Alarmclock Blackoutcurtains Closet Coffee/teamaker Dailyhousekeeping Dailynewspaper Desk FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Interconnectingroom(s)available Ironingfacilities Satellite/cablechannels Telephone Toiletries Wake-upservice  Double Non-smoking Showerandbathtub 1doublebed 43BoulevardMarcelDassault Biarritz France Hotels,3, Double ,France,Biarritz,Hotels,https://www.agoda.com/en-gb/campanile-biarritz-hotel/hotel/biarritz-fr.html
922,113180,Campanile Biarritz Hotel,Airconditioning Alarmclock Blackoutcurtains Carpeting Closet Clothesrack Coffee/teamaker Dailyhousekeeping Dailynewspaper Desk FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Interconnectingroom(s)available Satellite/cablechannels Soundproofing Telephone Toiletries Towels Wake-upservice Wi-Fiinpublicareas  DoubleRoomNextGeneration Balcony/terrace Non-smoking Showerandbathtub 1queenbed 43BoulevardMarcelDassault Biarritz France Hotels,3,Double Room Next Generation,France,Biarritz,Hotels,https://www.agoda.com/en-gb/campanile-biarritz-hotel/hotel/biarritz-fr.html
926,113180,Campanile Biarritz Hotel,Airconditioning FreeWi-Fiinallrooms! In-roomsafebox Shower TV  SingleStandard FreeBreakfast PaynothinguntilDecember16 2019 FreeWi-Fi FreecancellationbeforeDecember18 2019 43BoulevardMarcelDassault Biarritz France Hotels,3,Single Standard,France,Biarritz,Hotels,https://www.agoda.com/en-gb/campanile-biarritz-hotel/hotel/biarritz-fr.html
927,113180,Campanile Biarritz Hotel,Airconditioning FreeWi-Fiinallrooms! In-roomsafebox Shower TV  Single FreeBreakfast PaynothinguntilDecember16 2019 FreeWi-Fi FreecancellationbeforeDecember18 2019 43BoulevardMarcelDassault Biarritz France Hotels,3,Single,France,Biarritz,Hotels,https://www.agoda.com/en-gb/campanile-biarritz-hotel/hotel/biarritz-fr.html
937,113180,Campanile Biarritz Hotel,Airconditioning Alarmclock Blackoutcurtains Closet Coffee/teamaker Dailyhousekeeping Dailynewspaper Desk FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Interconnectingroom(s)available Ironingfacilities Satellite/cablechannels Telephone Toiletries Wake-upservice  Double Non-smoking Showerandbathtub 1doublebed 43BoulevardMarcelDassault Biarritz France Hotels,3,Double,France,Biarritz,Hotels,https://www.agoda.com/en-gb/campanile-biarritz-hotel/hotel/biarritz-fr.html
939,113180,Campanile Biarritz Hotel,Airconditioning FreeWi-Fiinallrooms! In-roomsafebox Shower TV  SingleStandard FreeBreakfast PaynothinguntilNovember2 2019 FreeWi-Fi FreecancellationbeforeNovember4 2019 43BoulevardMarcelDassault Biarritz France Hotels,3,Single Standard,France,Biarritz,Hotels,https://www.agoda.com/en-gb/campanile-biarritz-hotel/hotel/biarritz-fr.html
940,113180,Campanile Biarritz Hotel,Airconditioning FreeWi-Fiinallrooms! In-roomsafebox Shower TV  Single FreeBreakfast PaynothinguntilNovember2 2019 FreeWi-Fi FreecancellationbeforeNovember4 2019 43BoulevardMarcelDassault Biarritz France Hotels,3,Single,France,Biarritz,Hotels,https://www.agoda.com/en-gb/campanile-biarritz-hotel/hotel/biarritz-fr.html
941,103891,Holiday Inn Express Stuttgart Airport,Airconditioning Coffee/teamaker Desk FreeWi-Fiinallrooms! Hairdryer In-roomsafebox Satellite/cablechannels  1DoubleBedWithSofabedNon-Smoking Non-smoking Shower 1doublebedand1sofabed Dieselstrasse20 Leinfelden-Echterdingen Germany Hotels,3,1 Double Bed With Sofabed Non-Smoking,Germany,Leinfelden-Echterdingen,Hotels,https://www.agoda.com/en-gb/holiday-inn-express-stuttgart-airport/hotel/leinfelden-echterdingen-de.html
942,103891,Holiday Inn Express Stuttgart Airport,Airconditioning Carpeting Closet Coffee/teamaker Desk FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Interconnectingroom(s)available Ironingfacilities Laptopworkspace On-demandmovies Satellite/cablechannels Telephone Toiletries Wake-upservice  Standard Shower 1doublebed Dieselstrasse20 Leinfelden-Echterdingen Germany Hotels,3,Standard,Germany,Leinfelden-Echterdingen,Hotels,https://www.agoda.com/en-gb/holiday-inn-express-stuttgart-airport/hotel/leinfelden-echterdingen-de.html
948,103891,Holiday Inn Express Stuttgart Airport,Airconditioning Closet Coffee/teamaker Desk FreeWi-Fiinallrooms! Hairdryer In-roomsafebox Interconnectingroom(s)available Ironingfacilities Laptopworkspace Satellite/cablechannels Telephone  StandardTwinBed Shower 2singlebeds Dieselstrasse20 Leinfelden-Echterdingen Germany Hotels,3,Standard Twin Bed,Germany,Leinfelden-Echterdingen,Hotels,https://www.agoda.com/en-gb/holiday-inn-express-stuttgart-airport/hotel/leinfelden-echterdingen-de.html
950,103891,Holiday Inn Express Stuttgart Airport,Airconditioning Carpeting Coffee/teamaker Desk FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Satellite/cablechannels Telephone Toiletries Wake-upservice  2SingleBedsStandardNon-Smoking Non-smoking Shower 2singlebeds Dieselstrasse20 Leinfelden-Echterdingen Germany Hotels,3,2 Single Beds Standard Non-Smoking,Germany,Leinfelden-Echterdingen,Hotels,https://www.agoda.com/en-gb/holiday-inn-express-stuttgart-airport/hotel/leinfelden-echterdingen-de.html
